image_id,split,sat_image_path,mask_path,urban_land,agriculture_land,rangeland,forest_land,water,barren_land,unknown
28689,train,image_datasets/deepglobe_land/train/28689_sat.jpg,image_datasets/deepglobe_land/train/28689_mask.png,1,1,1,0,1,1,0
211739,train,image_datasets/deepglobe_land/train/211739_sat.jpg,image_datasets/deepglobe_land/train/211739_mask.png,0,1,0,0,1,1,0
898741,train,image_datasets/deepglobe_land/train/898741_sat.jpg,image_datasets/deepglobe_land/train/898741_mask.png,1,1,1,0,1,0,0
7906,train,image_datasets/deepglobe_land/train/7906_sat.jpg,image_datasets/deepglobe_land/train/7906_mask.png,1,1,1,1,0,0,0
971880,train,image_datasets/deepglobe_land/train/971880_sat.jpg,image_datasets/deepglobe_land/train/971880_mask.png,0,1,0,0,1,1,0
868003,train,image_datasets/deepglobe_land/train/868003_sat.jpg,image_datasets/deepglobe_land/train/868003_mask.png,1,1,0,1,0,1,0
123172,train,image_datasets/deepglobe_land/train/123172_sat.jpg,image_datasets/deepglobe_land/train/123172_mask.png,0,1,1,0,1,1,0
524056,train,image_datasets/deepglobe_land/train/524056_sat.jpg,image_datasets/deepglobe_land/train/524056_mask.png,1,1,1,1,1,0,0
672041,train,image_datasets/deepglobe_land/train/672041_sat.jpg,image_datasets/deepglobe_land/train/672041_mask.png,1,1,1,0,0,1,0
338661,train,image_datasets/deepglobe_land/train/338661_sat.jpg,image_datasets/deepglobe_land/train/338661_mask.png,0,0,1,1,1,1,0
499418,train,image_datasets/deepglobe_land/train/499418_sat.jpg,image_datasets/deepglobe_land/train/499418_mask.png,1,1,1,1,0,0,0
801361,train,image_datasets/deepglobe_land/train/801361_sat.jpg,image_datasets/deepglobe_land/train/801361_mask.png,1,1,0,0,1,1,0
733758,train,image_datasets/deepglobe_land/train/733758_sat.jpg,image_datasets/deepglobe_land/train/733758_mask.png,1,1,1,0,0,1,0
331421,train,image_datasets/deepglobe_land/train/331421_sat.jpg,image_datasets/deepglobe_land/train/331421_mask.png,1,1,0,0,0,0,0
235869,train,image_datasets/deepglobe_land/train/235869_sat.jpg,image_datasets/deepglobe_land/train/235869_mask.png,1,1,1,0,1,0,0
267065,train,image_datasets/deepglobe_land/train/267065_sat.jpg,image_datasets/deepglobe_land/train/267065_mask.png,1,1,1,0,1,1,0
126796,train,image_datasets/deepglobe_land/train/126796_sat.jpg,image_datasets/deepglobe_land/train/126796_mask.png,1,1,1,1,0,0,0
723719,train,image_datasets/deepglobe_land/train/723719_sat.jpg,image_datasets/deepglobe_land/train/723719_mask.png,1,0,1,0,1,1,0
457982,train,image_datasets/deepglobe_land/train/457982_sat.jpg,image_datasets/deepglobe_land/train/457982_mask.png,1,1,0,1,0,0,0
739122,train,image_datasets/deepglobe_land/train/739122_sat.jpg,image_datasets/deepglobe_land/train/739122_mask.png,0,1,1,1,0,1,0
848780,train,image_datasets/deepglobe_land/train/848780_sat.jpg,image_datasets/deepglobe_land/train/848780_mask.png,1,1,0,0,1,1,0
33262,train,image_datasets/deepglobe_land/train/33262_sat.jpg,image_datasets/deepglobe_land/train/33262_mask.png,1,1,0,0,1,0,1
978039,train,image_datasets/deepglobe_land/train/978039_sat.jpg,image_datasets/deepglobe_land/train/978039_mask.png,1,1,0,1,0,0,0
748225,train,image_datasets/deepglobe_land/train/748225_sat.jpg,image_datasets/deepglobe_land/train/748225_mask.png,1,1,0,0,1,0,0
725646,train,image_datasets/deepglobe_land/train/725646_sat.jpg,image_datasets/deepglobe_land/train/725646_mask.png,1,1,0,1,0,1,0
134465,train,image_datasets/deepglobe_land/train/134465_sat.jpg,image_datasets/deepglobe_land/train/134465_mask.png,1,0,1,1,1,1,1
315352,train,image_datasets/deepglobe_land/train/315352_sat.jpg,image_datasets/deepglobe_land/train/315352_mask.png,0,1,0,0,0,1,1
362191,train,image_datasets/deepglobe_land/train/362191_sat.jpg,image_datasets/deepglobe_land/train/362191_mask.png,1,1,1,0,1,1,0
727832,train,image_datasets/deepglobe_land/train/727832_sat.jpg,image_datasets/deepglobe_land/train/727832_mask.png,1,1,1,0,1,1,0
142766,train,image_datasets/deepglobe_land/train/142766_sat.jpg,image_datasets/deepglobe_land/train/142766_mask.png,1,1,1,0,1,0,0
160037,train,image_datasets/deepglobe_land/train/160037_sat.jpg,image_datasets/deepglobe_land/train/160037_mask.png,1,1,0,0,1,1,0
383392,train,image_datasets/deepglobe_land/train/383392_sat.jpg,image_datasets/deepglobe_land/train/383392_mask.png,1,1,0,0,0,1,1
80808,train,image_datasets/deepglobe_land/train/80808_sat.jpg,image_datasets/deepglobe_land/train/80808_mask.png,1,1,1,0,1,1,0
461755,train,image_datasets/deepglobe_land/train/461755_sat.jpg,image_datasets/deepglobe_land/train/461755_mask.png,1,1,1,0,0,0,0
387018,train,image_datasets/deepglobe_land/train/387018_sat.jpg,image_datasets/deepglobe_land/train/387018_mask.png,1,1,1,0,1,0,0
802645,train,image_datasets/deepglobe_land/train/802645_sat.jpg,image_datasets/deepglobe_land/train/802645_mask.png,1,1,0,0,0,0,0
55374,train,image_datasets/deepglobe_land/train/55374_sat.jpg,image_datasets/deepglobe_land/train/55374_mask.png,1,1,0,0,0,0,0
338798,train,image_datasets/deepglobe_land/train/338798_sat.jpg,image_datasets/deepglobe_land/train/338798_mask.png,0,1,1,1,0,0,0
650751,train,image_datasets/deepglobe_land/train/650751_sat.jpg,image_datasets/deepglobe_land/train/650751_mask.png,0,1,1,0,1,0,0
839641,train,image_datasets/deepglobe_land/train/839641_sat.jpg,image_datasets/deepglobe_land/train/839641_mask.png,1,0,1,1,0,0,0
444902,train,image_datasets/deepglobe_land/train/444902_sat.jpg,image_datasets/deepglobe_land/train/444902_mask.png,1,1,1,0,1,1,0
599842,train,image_datasets/deepglobe_land/train/599842_sat.jpg,image_datasets/deepglobe_land/train/599842_mask.png,1,1,1,0,1,1,0
665914,train,image_datasets/deepglobe_land/train/665914_sat.jpg,image_datasets/deepglobe_land/train/665914_mask.png,1,1,1,1,0,1,0
841286,train,image_datasets/deepglobe_land/train/841286_sat.jpg,image_datasets/deepglobe_land/train/841286_mask.png,1,1,0,0,1,0,1
129298,train,image_datasets/deepglobe_land/train/129298_sat.jpg,image_datasets/deepglobe_land/train/129298_mask.png,0,1,0,0,0,1,1
650253,train,image_datasets/deepglobe_land/train/650253_sat.jpg,image_datasets/deepglobe_land/train/650253_mask.png,0,1,1,1,0,0,0
501284,train,image_datasets/deepglobe_land/train/501284_sat.jpg,image_datasets/deepglobe_land/train/501284_mask.png,1,1,0,0,0,0,0
470798,train,image_datasets/deepglobe_land/train/470798_sat.jpg,image_datasets/deepglobe_land/train/470798_mask.png,1,1,0,0,1,1,0
679036,train,image_datasets/deepglobe_land/train/679036_sat.jpg,image_datasets/deepglobe_land/train/679036_mask.png,1,1,1,0,1,0,0
849797,train,image_datasets/deepglobe_land/train/849797_sat.jpg,image_datasets/deepglobe_land/train/849797_mask.png,1,1,1,1,1,0,0
124529,train,image_datasets/deepglobe_land/train/124529_sat.jpg,image_datasets/deepglobe_land/train/124529_mask.png,1,0,1,0,1,1,1
170535,train,image_datasets/deepglobe_land/train/170535_sat.jpg,image_datasets/deepglobe_land/train/170535_mask.png,0,0,0,1,1,1,1
10901,train,image_datasets/deepglobe_land/train/10901_sat.jpg,image_datasets/deepglobe_land/train/10901_mask.png,1,0,0,0,1,1,0
210473,train,image_datasets/deepglobe_land/train/210473_sat.jpg,image_datasets/deepglobe_land/train/210473_mask.png,1,1,1,1,0,1,0
78298,train,image_datasets/deepglobe_land/train/78298_sat.jpg,image_datasets/deepglobe_land/train/78298_mask.png,1,1,0,0,1,0,1
383637,train,image_datasets/deepglobe_land/train/383637_sat.jpg,image_datasets/deepglobe_land/train/383637_mask.png,1,1,0,0,1,1,0
143364,train,image_datasets/deepglobe_land/train/143364_sat.jpg,image_datasets/deepglobe_land/train/143364_mask.png,1,1,1,0,1,0,0
286339,train,image_datasets/deepglobe_land/train/286339_sat.jpg,image_datasets/deepglobe_land/train/286339_mask.png,1,1,1,0,1,1,0
623857,train,image_datasets/deepglobe_land/train/623857_sat.jpg,image_datasets/deepglobe_land/train/623857_mask.png,1,1,1,0,0,0,1
935193,train,image_datasets/deepglobe_land/train/935193_sat.jpg,image_datasets/deepglobe_land/train/935193_mask.png,1,1,1,0,1,0,1
652183,train,image_datasets/deepglobe_land/train/652183_sat.jpg,image_datasets/deepglobe_land/train/652183_mask.png,1,1,1,0,0,0,0
645001,train,image_datasets/deepglobe_land/train/645001_sat.jpg,image_datasets/deepglobe_land/train/645001_mask.png,1,1,1,0,1,0,0
607622,train,image_datasets/deepglobe_land/train/607622_sat.jpg,image_datasets/deepglobe_land/train/607622_mask.png,1,1,1,0,1,1,0
533952,train,image_datasets/deepglobe_land/train/533952_sat.jpg,image_datasets/deepglobe_land/train/533952_mask.png,1,0,1,1,1,1,0
329017,train,image_datasets/deepglobe_land/train/329017_sat.jpg,image_datasets/deepglobe_land/train/329017_mask.png,1,1,1,0,0,0,0
21717,train,image_datasets/deepglobe_land/train/21717_sat.jpg,image_datasets/deepglobe_land/train/21717_mask.png,1,1,1,0,1,0,0
148260,train,image_datasets/deepglobe_land/train/148260_sat.jpg,image_datasets/deepglobe_land/train/148260_mask.png,0,1,1,0,0,0,0
632489,train,image_datasets/deepglobe_land/train/632489_sat.jpg,image_datasets/deepglobe_land/train/632489_mask.png,0,1,0,1,1,0,0
88571,train,image_datasets/deepglobe_land/train/88571_sat.jpg,image_datasets/deepglobe_land/train/88571_mask.png,1,1,0,0,0,0,0
333661,train,image_datasets/deepglobe_land/train/333661_sat.jpg,image_datasets/deepglobe_land/train/333661_mask.png,1,0,0,0,1,1,0
606,train,image_datasets/deepglobe_land/train/606_sat.jpg,image_datasets/deepglobe_land/train/606_mask.png,0,1,1,0,1,1,0
983603,train,image_datasets/deepglobe_land/train/983603_sat.jpg,image_datasets/deepglobe_land/train/983603_mask.png,1,1,0,0,0,1,0
516317,train,image_datasets/deepglobe_land/train/516317_sat.jpg,image_datasets/deepglobe_land/train/516317_mask.png,1,1,1,0,1,0,0
518833,train,image_datasets/deepglobe_land/train/518833_sat.jpg,image_datasets/deepglobe_land/train/518833_mask.png,1,1,1,1,1,0,0
923618,train,image_datasets/deepglobe_land/train/923618_sat.jpg,image_datasets/deepglobe_land/train/923618_mask.png,1,1,0,0,1,0,0
159322,train,image_datasets/deepglobe_land/train/159322_sat.jpg,image_datasets/deepglobe_land/train/159322_mask.png,1,1,1,0,1,0,0
556572,train,image_datasets/deepglobe_land/train/556572_sat.jpg,image_datasets/deepglobe_land/train/556572_mask.png,1,1,0,0,1,1,0
413779,train,image_datasets/deepglobe_land/train/413779_sat.jpg,image_datasets/deepglobe_land/train/413779_mask.png,1,0,0,0,1,1,0
350033,train,image_datasets/deepglobe_land/train/350033_sat.jpg,image_datasets/deepglobe_land/train/350033_mask.png,1,1,0,0,1,0,0
918105,train,image_datasets/deepglobe_land/train/918105_sat.jpg,image_datasets/deepglobe_land/train/918105_mask.png,1,1,1,0,0,1,1
311386,train,image_datasets/deepglobe_land/train/311386_sat.jpg,image_datasets/deepglobe_land/train/311386_mask.png,1,1,1,0,1,1,1
605707,train,image_datasets/deepglobe_land/train/605707_sat.jpg,image_datasets/deepglobe_land/train/605707_mask.png,1,1,1,0,1,1,0
77388,train,image_datasets/deepglobe_land/train/77388_sat.jpg,image_datasets/deepglobe_land/train/77388_mask.png,1,1,1,0,1,1,0
2334,train,image_datasets/deepglobe_land/train/2334_sat.jpg,image_datasets/deepglobe_land/train/2334_mask.png,1,1,0,0,1,0,0
708588,train,image_datasets/deepglobe_land/train/708588_sat.jpg,image_datasets/deepglobe_land/train/708588_mask.png,0,1,1,0,0,0,0
280703,train,image_datasets/deepglobe_land/train/280703_sat.jpg,image_datasets/deepglobe_land/train/280703_mask.png,1,1,0,0,0,1,0
958443,train,image_datasets/deepglobe_land/train/958443_sat.jpg,image_datasets/deepglobe_land/train/958443_mask.png,1,1,1,0,0,1,0
44070,train,image_datasets/deepglobe_land/train/44070_sat.jpg,image_datasets/deepglobe_land/train/44070_mask.png,1,1,0,0,0,1,1
688544,train,image_datasets/deepglobe_land/train/688544_sat.jpg,image_datasets/deepglobe_land/train/688544_mask.png,1,1,0,1,0,1,0
140299,train,image_datasets/deepglobe_land/train/140299_sat.jpg,image_datasets/deepglobe_land/train/140299_mask.png,1,1,1,0,0,0,0
741105,train,image_datasets/deepglobe_land/train/741105_sat.jpg,image_datasets/deepglobe_land/train/741105_mask.png,1,1,0,0,0,1,1
951120,train,image_datasets/deepglobe_land/train/951120_sat.jpg,image_datasets/deepglobe_land/train/951120_mask.png,1,1,0,0,1,1,1
69628,train,image_datasets/deepglobe_land/train/69628_sat.jpg,image_datasets/deepglobe_land/train/69628_mask.png,1,1,1,0,1,0,0
679507,train,image_datasets/deepglobe_land/train/679507_sat.jpg,image_datasets/deepglobe_land/train/679507_mask.png,1,1,1,1,0,0,0
895509,train,image_datasets/deepglobe_land/train/895509_sat.jpg,image_datasets/deepglobe_land/train/895509_mask.png,0,1,0,0,1,1,1
185562,train,image_datasets/deepglobe_land/train/185562_sat.jpg,image_datasets/deepglobe_land/train/185562_mask.png,1,1,1,0,1,1,0
878990,train,image_datasets/deepglobe_land/train/878990_sat.jpg,image_datasets/deepglobe_land/train/878990_mask.png,1,1,1,0,1,1,1
65170,train,image_datasets/deepglobe_land/train/65170_sat.jpg,image_datasets/deepglobe_land/train/65170_mask.png,0,1,1,0,1,0,0
217085,train,image_datasets/deepglobe_land/train/217085_sat.jpg,image_datasets/deepglobe_land/train/217085_mask.png,1,1,0,1,0,1,0
513968,train,image_datasets/deepglobe_land/train/513968_sat.jpg,image_datasets/deepglobe_land/train/513968_mask.png,1,1,1,0,1,1,0
584941,train,image_datasets/deepglobe_land/train/584941_sat.jpg,image_datasets/deepglobe_land/train/584941_mask.png,1,1,1,0,1,0,0
634717,train,image_datasets/deepglobe_land/train/634717_sat.jpg,image_datasets/deepglobe_land/train/634717_mask.png,1,0,0,1,1,1,1
762470,train,image_datasets/deepglobe_land/train/762470_sat.jpg,image_datasets/deepglobe_land/train/762470_mask.png,1,1,1,0,0,1,1
95863,train,image_datasets/deepglobe_land/train/95863_sat.jpg,image_datasets/deepglobe_land/train/95863_mask.png,1,1,1,0,1,0,0
834900,train,image_datasets/deepglobe_land/train/834900_sat.jpg,image_datasets/deepglobe_land/train/834900_mask.png,1,1,1,0,1,0,0
753408,train,image_datasets/deepglobe_land/train/753408_sat.jpg,image_datasets/deepglobe_land/train/753408_mask.png,0,0,0,1,1,1,0
226788,train,image_datasets/deepglobe_land/train/226788_sat.jpg,image_datasets/deepglobe_land/train/226788_mask.png,1,1,1,1,1,0,0
565914,train,image_datasets/deepglobe_land/train/565914_sat.jpg,image_datasets/deepglobe_land/train/565914_mask.png,1,1,1,1,1,0,0
586806,train,image_datasets/deepglobe_land/train/586806_sat.jpg,image_datasets/deepglobe_land/train/586806_mask.png,1,1,1,0,1,1,0
604833,train,image_datasets/deepglobe_land/train/604833_sat.jpg,image_datasets/deepglobe_land/train/604833_mask.png,0,1,0,0,1,1,0
491356,train,image_datasets/deepglobe_land/train/491356_sat.jpg,image_datasets/deepglobe_land/train/491356_mask.png,1,1,0,0,0,1,0
703413,train,image_datasets/deepglobe_land/train/703413_sat.jpg,image_datasets/deepglobe_land/train/703413_mask.png,1,1,1,0,1,1,0
947994,train,image_datasets/deepglobe_land/train/947994_sat.jpg,image_datasets/deepglobe_land/train/947994_mask.png,1,1,0,0,0,0,0
649260,train,image_datasets/deepglobe_land/train/649260_sat.jpg,image_datasets/deepglobe_land/train/649260_mask.png,1,1,1,0,1,0,1
946475,train,image_datasets/deepglobe_land/train/946475_sat.jpg,image_datasets/deepglobe_land/train/946475_mask.png,1,0,1,0,0,1,0
711893,train,image_datasets/deepglobe_land/train/711893_sat.jpg,image_datasets/deepglobe_land/train/711893_mask.png,0,0,0,1,0,0,0
442338,train,image_datasets/deepglobe_land/train/442338_sat.jpg,image_datasets/deepglobe_land/train/442338_mask.png,1,0,1,0,1,1,0
949559,train,image_datasets/deepglobe_land/train/949559_sat.jpg,image_datasets/deepglobe_land/train/949559_mask.png,1,1,1,1,1,0,0
58864,train,image_datasets/deepglobe_land/train/58864_sat.jpg,image_datasets/deepglobe_land/train/58864_mask.png,1,1,0,0,0,0,1
830444,train,image_datasets/deepglobe_land/train/830444_sat.jpg,image_datasets/deepglobe_land/train/830444_mask.png,1,0,1,1,1,1,0
624916,train,image_datasets/deepglobe_land/train/624916_sat.jpg,image_datasets/deepglobe_land/train/624916_mask.png,0,1,1,1,1,1,0
176112,train,image_datasets/deepglobe_land/train/176112_sat.jpg,image_datasets/deepglobe_land/train/176112_mask.png,1,1,1,0,0,1,0
86805,train,image_datasets/deepglobe_land/train/86805_sat.jpg,image_datasets/deepglobe_land/train/86805_mask.png,1,1,1,0,0,1,0
655313,train,image_datasets/deepglobe_land/train/655313_sat.jpg,image_datasets/deepglobe_land/train/655313_mask.png,1,1,0,0,0,0,0
347725,train,image_datasets/deepglobe_land/train/347725_sat.jpg,image_datasets/deepglobe_land/train/347725_mask.png,1,1,0,0,1,0,1
148381,train,image_datasets/deepglobe_land/train/148381_sat.jpg,image_datasets/deepglobe_land/train/148381_mask.png,0,1,1,1,0,1,0
638168,train,image_datasets/deepglobe_land/train/638168_sat.jpg,image_datasets/deepglobe_land/train/638168_mask.png,0,1,0,0,0,1,0
120625,train,image_datasets/deepglobe_land/train/120625_sat.jpg,image_datasets/deepglobe_land/train/120625_mask.png,1,1,1,0,1,1,0
916336,train,image_datasets/deepglobe_land/train/916336_sat.jpg,image_datasets/deepglobe_land/train/916336_mask.png,0,1,0,0,1,1,0
986342,train,image_datasets/deepglobe_land/train/986342_sat.jpg,image_datasets/deepglobe_land/train/986342_mask.png,0,1,0,1,0,1,0
449319,train,image_datasets/deepglobe_land/train/449319_sat.jpg,image_datasets/deepglobe_land/train/449319_mask.png,1,0,1,0,1,0,0
798411,train,image_datasets/deepglobe_land/train/798411_sat.jpg,image_datasets/deepglobe_land/train/798411_mask.png,0,1,1,0,1,0,0
827126,train,image_datasets/deepglobe_land/train/827126_sat.jpg,image_datasets/deepglobe_land/train/827126_mask.png,0,1,1,1,0,1,0
300626,train,image_datasets/deepglobe_land/train/300626_sat.jpg,image_datasets/deepglobe_land/train/300626_mask.png,1,1,0,0,1,0,1
28559,train,image_datasets/deepglobe_land/train/28559_sat.jpg,image_datasets/deepglobe_land/train/28559_mask.png,1,1,1,0,1,0,1
221278,train,image_datasets/deepglobe_land/train/221278_sat.jpg,image_datasets/deepglobe_land/train/221278_mask.png,1,1,1,0,1,1,0
300967,train,image_datasets/deepglobe_land/train/300967_sat.jpg,image_datasets/deepglobe_land/train/300967_mask.png,1,1,0,0,0,0,0
696257,train,image_datasets/deepglobe_land/train/696257_sat.jpg,image_datasets/deepglobe_land/train/696257_mask.png,1,1,0,0,0,1,0
420078,train,image_datasets/deepglobe_land/train/420078_sat.jpg,image_datasets/deepglobe_land/train/420078_mask.png,0,1,1,0,1,1,0
499600,train,image_datasets/deepglobe_land/train/499600_sat.jpg,image_datasets/deepglobe_land/train/499600_mask.png,1,1,1,0,1,1,0
987427,train,image_datasets/deepglobe_land/train/987427_sat.jpg,image_datasets/deepglobe_land/train/987427_mask.png,0,1,1,0,1,0,0
194156,train,image_datasets/deepglobe_land/train/194156_sat.jpg,image_datasets/deepglobe_land/train/194156_mask.png,1,1,1,0,1,1,0
940229,train,image_datasets/deepglobe_land/train/940229_sat.jpg,image_datasets/deepglobe_land/train/940229_mask.png,1,0,0,1,1,1,1
715846,train,image_datasets/deepglobe_land/train/715846_sat.jpg,image_datasets/deepglobe_land/train/715846_mask.png,0,1,1,1,0,0,0
282120,train,image_datasets/deepglobe_land/train/282120_sat.jpg,image_datasets/deepglobe_land/train/282120_mask.png,1,1,1,0,1,1,0
298396,train,image_datasets/deepglobe_land/train/298396_sat.jpg,image_datasets/deepglobe_land/train/298396_mask.png,1,1,1,0,0,1,0
926392,train,image_datasets/deepglobe_land/train/926392_sat.jpg,image_datasets/deepglobe_land/train/926392_mask.png,1,1,0,0,0,0,0
954552,train,image_datasets/deepglobe_land/train/954552_sat.jpg,image_datasets/deepglobe_land/train/954552_mask.png,1,1,1,0,1,1,0
345494,train,image_datasets/deepglobe_land/train/345494_sat.jpg,image_datasets/deepglobe_land/train/345494_mask.png,1,1,1,0,1,0,0
442329,train,image_datasets/deepglobe_land/train/442329_sat.jpg,image_datasets/deepglobe_land/train/442329_mask.png,1,1,1,0,1,1,0
503968,train,image_datasets/deepglobe_land/train/503968_sat.jpg,image_datasets/deepglobe_land/train/503968_mask.png,1,1,1,0,1,1,1
45357,train,image_datasets/deepglobe_land/train/45357_sat.jpg,image_datasets/deepglobe_land/train/45357_mask.png,1,1,0,0,0,1,0
215525,train,image_datasets/deepglobe_land/train/215525_sat.jpg,image_datasets/deepglobe_land/train/215525_mask.png,1,1,1,1,1,1,0
434243,train,image_datasets/deepglobe_land/train/434243_sat.jpg,image_datasets/deepglobe_land/train/434243_mask.png,0,1,1,1,0,0,0
544464,train,image_datasets/deepglobe_land/train/544464_sat.jpg,image_datasets/deepglobe_land/train/544464_mask.png,1,1,1,0,1,1,0
916141,train,image_datasets/deepglobe_land/train/916141_sat.jpg,image_datasets/deepglobe_land/train/916141_mask.png,1,1,1,0,1,1,0
875328,train,image_datasets/deepglobe_land/train/875328_sat.jpg,image_datasets/deepglobe_land/train/875328_mask.png,1,1,1,1,0,0,0
916518,train,image_datasets/deepglobe_land/train/916518_sat.jpg,image_datasets/deepglobe_land/train/916518_mask.png,1,1,1,0,0,1,0
786226,train,image_datasets/deepglobe_land/train/786226_sat.jpg,image_datasets/deepglobe_land/train/786226_mask.png,1,1,0,0,0,1,0
835147,train,image_datasets/deepglobe_land/train/835147_sat.jpg,image_datasets/deepglobe_land/train/835147_mask.png,1,1,0,0,0,1,0
172307,train,image_datasets/deepglobe_land/train/172307_sat.jpg,image_datasets/deepglobe_land/train/172307_mask.png,1,1,1,1,1,1,1
627806,train,image_datasets/deepglobe_land/train/627806_sat.jpg,image_datasets/deepglobe_land/train/627806_mask.png,1,1,1,0,1,1,0
307626,train,image_datasets/deepglobe_land/train/307626_sat.jpg,image_datasets/deepglobe_land/train/307626_mask.png,0,1,1,0,1,1,0
96870,train,image_datasets/deepglobe_land/train/96870_sat.jpg,image_datasets/deepglobe_land/train/96870_mask.png,0,1,1,1,0,0,0
306486,train,image_datasets/deepglobe_land/train/306486_sat.jpg,image_datasets/deepglobe_land/train/306486_mask.png,1,1,1,0,1,1,0
81039,train,image_datasets/deepglobe_land/train/81039_sat.jpg,image_datasets/deepglobe_land/train/81039_mask.png,1,1,0,0,1,1,0
508571,train,image_datasets/deepglobe_land/train/508571_sat.jpg,image_datasets/deepglobe_land/train/508571_mask.png,1,1,0,0,0,0,0
911457,train,image_datasets/deepglobe_land/train/911457_sat.jpg,image_datasets/deepglobe_land/train/911457_mask.png,1,1,1,0,1,1,0
114433,train,image_datasets/deepglobe_land/train/114433_sat.jpg,image_datasets/deepglobe_land/train/114433_mask.png,0,1,1,1,0,1,0
777185,train,image_datasets/deepglobe_land/train/777185_sat.jpg,image_datasets/deepglobe_land/train/777185_mask.png,1,1,1,1,0,1,0
807146,train,image_datasets/deepglobe_land/train/807146_sat.jpg,image_datasets/deepglobe_land/train/807146_mask.png,1,1,1,0,1,1,0
